x,f(x)
0,100000,-1,000000
0,200000,-0,698970
0,300000,-0,522879
0,400000,-0,397940
0,500000,-0,301030
0,600000,-0,221849
0,700000,-0,154902
0,800000,-0,096910
0,900000,-0,045757
1,000000,0,000000
1,100000,0,041393
1,200000,0,079181
1,300000,0,113943
1,400000,0,146128
1,500000,0,176091
1,600000,0,204120
1,700000,0,230449
1,800000,0,255273
1,900000,0,278754
2,000000,0,301030
2,100000,0,322219
2,200000,0,342423
2,300000,0,361728
2,400000,0,380211
2,500000,0,397940
2,600000,0,414973
2,700000,0,431364
2,800000,0,447158
2,900000,0,462398
3,000000,0,477121
3,100000,0,491362
3,200000,0,505150
3,300000,0,518514
3,400000,0,531479
3,500000,0,544068
3,600000,0,556303
3,700000,0,568202
3,800000,0,579784
3,900000,0,591065
4,000000,0,602060
4,100000,0,612784
4,200000,0,623249
4,300000,0,633468
4,400000,0,643453
4,500000,0,653213
4,600000,0,662758
4,700000,0,672098
4,800000,0,681241
4,900000,0,690196
5,000000,0,698970
5,100000,0,707570
5,200000,0,716003
5,300000,0,724276
5,400000,0,732394
5,500000,0,740363
5,600000,0,748188
5,700000,0,755875
5,800000,0,763428
5,900000,0,770852
6,000000,0,778151
6,100000,0,785330
6,200000,0,792392
6,300000,0,799341
6,400000,0,806180
6,500000,0,812913
6,600000,0,819544
6,700000,0,826075
6,800000,0,832509
6,900000,0,838849
7,000000,0,845098
7,100000,0,851258
7,200000,0,857332
7,300000,0,863323
7,400000,0,869232
7,500000,0,875061
7,600000,0,880814
7,700000,0,886491
7,800000,0,892095
7,900000,0,897627
8,000000,0,903090
8,100000,0,908485
8,200000,0,913814
8,300000,0,919078
8,400000,0,924279
8,500000,0,929419
8,600000,0,934498
8,700000,0,939519
8,800000,0,944483
8,900000,0,949390
9,000000,0,954243
9,100000,0,959041
9,200000,0,963788
9,300000,0,968483
9,400000,0,973128
9,500000,0,977724
9,600000,0,982271
9,700000,0,986772
9,800000,0,991226
9,900000,0,995635
10,000000,1,000000
